CurrencyPair,Rate,AsOfDate
PHP/UGX,278.65,03/11/2021 13:48:04
BWP/QAR,885.13,10/13/2020 06:31:51
ARS/MYR,110.14,03/08/2021 07:57:50
JMD/LAK,514.27,11/15/2020 00:23:37
CLP/GTQ,792.39,07/08/2023 16:44:11
RWF/SVC,443.45,01/30/2021 09:10:31
MYR/MKD,374.09,10/03/2022 02:06:54
ISK/BWP,280.36,11/11/2022 18:16:45
BZD/KHR,709.46,11/04/2021 04:01:49
XBD/AOA,308.19,08/29/2023 19:19:00
EGP/BBD,574.64,09/03/2022 15:24:48
UGX/GNF,284.28,04/26/2022 20:42:07
NAD/CRC,436.14,05/10/2021 03:16:11
MDL/ISK,144.74,04/14/2021 17:20:11
TWD/KYD,473.63,12/31/2021 20:13:52
BDT/XAG,140.79,02/09/2023 17:44:18
BSD/KYD,74.64,11/24/2021 12:00:59
HKD/XPT,480.17,09/16/2021 04:39:59
CRC/BWP,955.64,10/03/2021 11:55:00
SGD/XPD,154.50,03/11/2021 07:54:12
BSD/XPT,998.61,09/26/2020 13:40:25
SAR/ZAR,515.09,06/05/2021 10:07:52
BZD/DZD,312.63,03/03/2021 06:25:47
VND/CUC,456.73,02/03/2021 16:35:20
PYG/CZK,241.48,04/22/2023 02:14:00
ISK/TTD,664.90,03/20/2022 13:17:20
SZL/MVR,939.03,09/10/2022 11:13:43
INR/UZS,174.78,12/10/2021 13:46:48
ALL/VUV,298.43,10/11/2020 15:17:25
GIP/ZAR,656.66,04/20/2021 22:29:50
XBD/EGP,773.75,07/10/2021 05:21:16
MMK/MKD,888.73,01/14/2021 01:58:17
KGS/CUP,315.73,05/09/2021 00:55:18
EEK/BZD,17.29,07/31/2022 20:10:12
EUR/CRC,618.15,08/16/2021 12:06:42
BGN/OMR,331.80,09/17/2020 23:07:12
BTN/MXN,364.27,07/11/2022 09:54:26
AOA/ALL,761.21,12/14/2020 19:28:50
XBA/CHF,229.62,02/06/2022 16:05:08
RSD/SEK,837.41,03/16/2023 10:04:30
JOD/KGS,697.63,12/03/2022 09:05:44
MXN/GBP,587.93,07/16/2022 22:46:29
XCD/ANG,57.36,01/30/2021 20:42:27
VUV/GNF,271.75,02/09/2022 18:54:17
SYP/MVR,781.85,07/18/2021 19:32:18
BAM/FJD,10.39,04/06/2021 22:47:04
MRO/HRK,655.07,04/10/2023 19:13:46
LYD/TRY,963.29,03/24/2023 15:50:35
SYP/BYR,391.63,05/25/2022 18:08:59
TMT/AMD,432.87,04/14/2022 16:11:34
LAK/LBP,853.33,05/12/2022 19:50:59
ZAR/HRK,197.45,09/12/2020 14:26:30
INR/BTN,678.09,11/05/2022 23:53:46
USD/XAG,301.40,01/07/2023 22:37:04
HUF/SZL,165.67,11/06/2021 17:59:15
BIF/THB,617.40,04/03/2022 11:29:09
RSD/NAD,864.68,06/12/2021 20:51:41
BOB/NAD,509.75,11/30/2020 08:55:38
LRD/BAM,391.50,09/01/2023 09:02:42
MKD/ETB,508.82,08/07/2022 16:06:54
LSL/BMD,329.45,03/22/2022 01:08:55
BYR/RSD,453.29,06/02/2021 01:19:54
CUC/GEL,739.68,03/09/2021 21:47:01
USD/PHP,646.71,09/27/2020 15:47:15
MYR/GIP,354.68,03/09/2022 09:54:07
COP/GNF,327.82,12/28/2022 19:14:33
XTS/PAB,643.88,11/16/2021 09:08:05
XPT/XAF,716.48,08/19/2022 09:47:38
SAR/ZWL,643.92,08/31/2023 03:01:39
NPR/MNT,43.88,03/27/2021 17:05:43
BOB/HKD,13.85,12/18/2021 23:34:18
GYD/LAK,744.43,08/02/2023 15:47:56
XTS/SGD,993.82,06/23/2022 03:36:43
BMD/RUB,708.63,11/24/2021 20:13:23
SRD/HKD,194.99,12/07/2020 08:37:40
WST/SCR,151.17,02/11/2022 22:55:26
BZD/CVE,633.02,05/12/2021 13:37:01
ANG/UYU,498.43,01/01/2021 03:44:34
STN/JPY,127.49,12/19/2022 04:40:53
BRL/PYG,386.35,12/19/2020 20:53:31
KGS/LTL,781.97,01/03/2022 17:01:31
VND/XFU,152.46,07/04/2021 03:42:45
XCD/NPR,746.09,09/11/2022 00:33:07
AED/SZL,433.80,06/21/2021 12:08:35
WST/MAD,876.16,06/14/2022 12:30:58
CHF/CRC,690.80,02/10/2021 05:20:08
NAD/EGP,945.18,02/25/2021 05:59:53
PLN/HUF,993.81,07/01/2022 01:43:51
XAU/HKD,26.67,03/26/2021 00:50:29
TWD/GEL,392.61,03/09/2022 21:23:25
ZAR/TJS,958.51,08/26/2022 23:55:23
INR/LBP,560.20,12/28/2021 21:27:44
XAG/SVC,279.02,06/28/2023 13:55:34
BYR/CDF,641.70,05/26/2022 06:49:47
BMD/GEL,512.01,07/24/2021 21:44:05
TWD/XPD,953.20,08/26/2022 13:18:26
NOK/LRD,794.51,12/08/2021 13:40:16
UYU/CAD,161.11,02/26/2023 15:04:21
MXN/GHS,991.28,06/13/2022 08:09:49
SDG/TTD,561.89,12/09/2022 08:48:14
NAD/TWD,823.68,05/18/2021 19:12:45
KPW/TND,658.53,03/19/2022 05:45:19
LVL/XDR,545.97,02/25/2022 02:56:40
JMD/XBB,757.42,11/07/2021 13:26:06
AWG/XBC,552.62,01/18/2022 09:37:08
KWD/ISK,513.83,12/24/2021 12:00:40
KWD/GYD,54.20,07/24/2021 14:24:28
XPT/MNT,774.08,06/16/2021 12:07:02
YER/GIP,814.75,11/05/2021 04:58:12
SOS/LSL,630.28,05/10/2022 06:38:49
IDR/ANG,618.69,10/20/2022 21:18:36
SYP/STN,325.82,09/22/2020 06:15:41
BZD/PYG,737.42,09/21/2021 18:36:51
DZD/ZMK,208.58,03/29/2023 20:57:28
QAR/ERN,780.62,02/27/2021 00:48:59
JPY/MGA,450.52,08/29/2023 02:41:52
GMD/DKK,104.93,02/21/2022 06:08:02
SVC/THB,954.80,02/08/2021 13:08:39
AWG/CUC,4.19,02/03/2021 03:28:53
ANG/XFU,754.14,09/09/2022 14:27:16
TRY/BWP,662.38,08/04/2021 18:47:33
DJF/KZT,946.41,10/21/2020 09:21:34
KRW/XPD,366.08,11/19/2020 06:47:12
BHD/LRD,208.82,06/27/2021 17:52:39
HKD/ANG,143.68,11/08/2022 14:32:44
WST/BND,9.35,05/20/2023 16:21:46
LBP/DKK,972.37,02/07/2023 14:38:00
YER/NZD,721.43,09/23/2020 14:00:47
LSL/MGA,572.72,12/21/2022 11:22:19
ERN/SGD,212.86,10/12/2022 22:33:31
XOF/CHF,390.06,04/08/2021 12:57:48
DKK/BTN,970.55,05/30/2021 13:57:58
PGK/MRO,65.24,04/25/2023 11:11:13
AUD/LKR,552.86,11/08/2021 23:32:19
YER/DOP,772.64,04/09/2021 15:03:53
TMT/ISK,965.85,10/29/2021 00:23:21
NGN/ERN,930.94,12/07/2020 06:00:17
LSL/SCR,125.82,05/11/2022 06:30:36
UYU/KHR,274.63,04/19/2022 09:45:18
IQD/TND,513.41,06/20/2023 13:21:52
QAR/GIP,857.32,08/01/2023 14:14:13
PEN/BZD,85.60,09/16/2020 04:23:59
PAB/MAD,152.15,04/10/2022 22:05:27
TJS/ZMK,849.74,10/04/2022 23:17:44
COP/LKR,524.24,02/03/2021 19:54:00
SCR/USD,142.84,07/02/2021 19:49:40
SVC/SBD,523.65,09/11/2021 10:58:50
MKD/MUR,253.58,02/03/2023 07:56:49
KGS/SVC,134.36,11/21/2022 01:39:44
AED/XTS,97.80,01/06/2022 05:29:10
NOK/MZN,137.70,03/20/2022 14:33:54
QAR/AED,828.32,01/27/2021 03:10:55
CAD/GNF,174.02,03/14/2023 10:05:04
BSD/SLL,15.96,03/06/2022 08:01:49
ILS/CRC,265.77,10/13/2022 00:57:17
BIF/NAD,177.47,04/03/2022 00:49:42
EEK/SZL,124.33,02/12/2022 03:29:17
MNT/VND,833.01,03/12/2021 07:36:04
XAU/NAD,119.37,07/26/2023 00:36:36
SZL/WST,417.53,10/09/2022 11:59:50
KGS/XBC,166.78,10/29/2021 12:07:07
MGA/CVE,324.95,04/12/2021 23:53:47
OMR/TRY,405.64,11/08/2021 13:04:13
XTS/BSD,856.72,03/15/2023 18:47:50
SEK/GYD,352.87,09/10/2022 05:45:44
BTN/AZN,462.47,02/11/2022 21:44:35
XBC/KPW,122.10,05/23/2022 13:07:07
ERN/AZN,361.87,03/03/2023 05:43:02
EGP/LTL,787.86,02/07/2022 11:16:53
EGP/KGS,657.31,12/11/2021 05:10:36
MAD/BTN,490.23,03/29/2021 10:29:43
BOB/BOB,250.14,05/23/2021 21:17:48
GHS/KYD,790.79,10/26/2020 22:19:39
EEK/SAR,914.45,07/13/2023 21:33:06
GMD/MOP,494.85,07/26/2022 05:10:04
MDL/KYD,944.11,05/09/2023 13:54:22
XPD/GMD,915.13,01/20/2022 00:35:23
GTQ/MKD,805.95,08/02/2021 13:14:52
NPR/NIO,691.34,11/23/2022 05:24:05
CZK/CNY,969.52,11/27/2021 02:00:10
COP/TMT,312.98,08/14/2023 16:03:05
CUC/LVL,954.33,06/14/2022 18:01:36
XFU/XFU,878.69,08/30/2022 04:38:28
XFU/COP,531.49,05/07/2021 07:09:48
DKK/PHP,918.95,09/29/2021 06:22:43
TJS/TRY,657.57,02/10/2021 01:54:59
CNY/AUD,717.31,07/23/2022 16:28:26
BOB/GHS,501.58,06/16/2022 04:03:03
LRD/EGP,274.83,12/15/2022 03:33:40
CVE/VEF,579.70,10/05/2022 01:27:15
JOD/PKR,268.91,04/20/2022 22:44:53
XAU/BMD,231.38,09/23/2022 10:05:51
XFU/XAG,67.60,12/03/2020 09:51:17
CRC/PLN,124.56,11/28/2021 09:21:39
ZAR/SGD,474.99,02/26/2023 03:05:15
HNL/EGP,816.21,10/08/2022 01:36:28
LAK/MKD,506.72,05/30/2022 18:35:18
BWP/KMF,593.30,05/24/2021 17:58:02
BSD/NGN,908.33,07/30/2022 00:51:51
SOS/CAD,368.90,06/28/2021 19:11:52
BRL/UGX,809.58,03/24/2021 19:26:29
XPF/EEK,238.87,03/08/2023 07:22:45
TWD/YER,759.18,10/18/2021 23:37:50
EUR/XFU,402.46,11/04/2021 14:39:43
XPF/SRD,644.45,03/01/2022 17:34:59
SDG/ALL,228.30,03/10/2021 20:31:33
SEK/GTQ,474.45,06/21/2021 20:48:33
ZAR/TZS,403.95,01/13/2023 16:42:45
KWD/TWD,819.91,04/17/2022 07:01:51
MYR/BYR,441.68,12/28/2022 18:36:07
JMD/XPD,718.06,04/09/2022 16:13:20
PHP/STN,641.55,11/20/2022 07:53:11
PGK/PHP,119.45,06/26/2022 11:59:44
SOS/CUC,292.60,09/26/2020 03:57:48
MXN/LBP,188.05,11/24/2020 16:29:09
XBD/MDL,665.44,12/07/2021 17:17:03
FKP/MWK,900.40,06/12/2022 19:30:49
CUP/JOD,559.18,11/30/2020 08:19:36
IDR/CNY,115.47,06/10/2023 01:54:53
SCR/CRC,795.25,12/03/2021 18:11:34
CUC/SBD,486.20,10/05/2022 10:05:21
SYP/ZWL,502.27,08/07/2022 04:02:50
THB/VEF,874.70,02/10/2022 17:16:21
LTL/BWP,524.71,02/20/2021 06:54:49
MOP/HNL,622.67,08/04/2023 20:39:11
MUR/XAG,13.56,11/13/2020 17:21:23
ILS/MUR,254.35,07/15/2022 04:29:08
ERN/MMK,738.94,03/16/2023 11:19:11
CZK/MWK,675.53,06/26/2021 23:16:19
CZK/PKR,196.62,07/03/2022 15:43:19
NPR/ETB,629.31,10/16/2022 07:14:38
MDL/CNY,242.66,08/24/2023 20:36:35
SHP/CDF,519.92,09/16/2020 11:00:00
HTG/XDR,738.11,04/18/2022 23:42:59
LAK/XPT,708.55,07/23/2021 22:18:08
JMD/XBC,193.69,08/20/2023 08:49:45
CAD/IDR,9.14,09/13/2021 20:28:16
PHP/GMD,916.88,06/14/2022 07:34:13
EGP/MVR,752.67,05/18/2021 07:56:33
JPY/MUR,329.80,03/29/2022 00:32:30
SRD/SBD,125.75,10/15/2022 01:32:06
KHR/EGP,202.17,11/02/2022 11:15:37
QAR/GYD,421.10,05/11/2022 11:23:01
HRK/MXN,360.37,08/13/2022 11:28:45
SRD/LBP,912.88,10/25/2022 13:52:21
ZWL/ZAR,750.52,06/02/2021 17:09:19
XPF/AZN,125.83,12/13/2022 22:51:00
QAR/BAM,889.59,10/14/2020 10:05:31
EGP/LRD,588.32,07/07/2022 06:13:52
MXN/SDG,430.44,05/05/2021 01:40:40
GEL/UYU,908.68,12/16/2021 20:53:16
CUC/XBD,293.26,08/06/2021 05:40:50
MWK/BWP,539.21,02/12/2023 14:52:53
LRD/EEK,903.91,08/27/2022 05:56:41
CZK/SZL,804.05,08/27/2023 12:34:24
PKR/ILS,294.57,01/02/2022 10:32:09
SCR/ILS,284.35,09/29/2022 13:31:04
ANG/XAG,491.22,07/11/2021 08:19:56
PHP/HTG,365.74,01/18/2023 05:16:51
GHS/XFU,497.50,09/06/2021 11:57:15
LVL/VEF,67.60,03/26/2022 23:12:11
XAG/TRY,806.64,02/19/2022 10:06:44
MDL/MGA,295.59,04/20/2021 10:33:10
XPD/TRY,789.79,07/03/2023 08:47:33
SHP/ALL,498.70,01/16/2023 05:58:00
GHS/ALL,630.98,07/11/2021 12:00:32
GNF/MNT,490.73,07/27/2021 23:16:34
MYR/PAB,938.72,05/25/2023 20:39:12
SAR/USD,73.23,02/01/2021 00:23:45
LVL/XFU,743.23,09/05/2022 09:07:16
ZAR/UYU,493.23,06/06/2021 20:46:22
STN/MWK,213.86,04/10/2022 06:30:02
LTL/SZL,303.68,05/13/2023 06:53:01
MRO/SZL,631.29,10/25/2020 10:20:07
XOF/GBP,481.85,05/15/2023 19:46:20
INR/PAB,48.91,05/26/2021 14:10:55
KES/JPY,151.95,04/17/2023 01:56:40
HUF/LRD,170.20,07/22/2021 05:45:16
BSD/VEF,72.61,09/09/2022 14:24:20
SRD/ETB,177.89,10/06/2022 23:51:38
NAD/MYR,92.38,01/25/2023 17:13:20
CRC/SRD,183.66,08/08/2023 08:04:47
BBD/GNF,705.85,07/25/2022 22:47:37
AWG/SRD,270.04,03/24/2022 08:41:53
TJS/BDT,697.02,02/06/2023 21:09:09
BOB/HUF,96.15,09/16/2021 13:42:19
RSD/AOA,615.05,07/18/2023 06:18:05
JPY/RON,968.34,02/07/2023 11:24:57
SAR/XBA,12.79,11/01/2020 22:09:49
QAR/UYU,72.44,06/16/2022 20:05:37
UZS/MUR,785.99,01/03/2022 21:37:39
LYD/BYR,219.15,07/01/2022 10:46:14
RUB/LRD,886.19,08/10/2023 07:31:51
ZMK/KGS,227.98,07/10/2023 14:01:34
RSD/BGN,213.49,12/26/2022 03:44:54
NAD/BIF,699.87,07/04/2021 06:12:49
PYG/QAR,437.73,09/12/2022 20:55:31
MUR/COP,649.11,09/13/2021 04:59:29
SCR/XAU,648.37,01/07/2021 00:18:11
XOF/GIP,868.44,08/19/2021 12:39:22
CZK/LRD,104.21,04/25/2021 21:55:58
AED/MDL,368.06,06/22/2022 19:53:31
EUR/RSD,119.47,09/29/2022 19:45:56
TJS/FKP,96.50,06/10/2023 20:02:12
SRD/ETB,536.61,07/17/2022 05:12:38
BAM/SBD,838.30,04/20/2022 19:32:02
INR/BBD,778.17,09/30/2021 17:09:50
DJF/RSD,5.55,06/15/2023 14:26:04
JMD/THB,685.67,01/30/2021 16:22:43
CVE/CNY,69.70,02/09/2023 20:14:28
SEK/VEF,692.79,11/05/2020 09:23:12
QAR/XFU,296.53,03/28/2021 07:12:52
ERN/CDF,884.05,06/29/2023 15:59:34
XPT/CAD,262.08,11/26/2020 00:33:33
XBC/XBD,529.86,09/29/2021 13:46:23
SEK/BHD,548.74,08/04/2021 18:38:39
GIP/XFU,707.10,09/16/2021 02:33:24
MXN/XAG,661.52,07/25/2022 06:32:57
HRK/XBA,999.68,05/01/2021 20:03:41
EEK/GTQ,771.23,07/25/2021 15:29:39
SCR/MUR,131.13,04/17/2021 06:30:25
SDG/QAR,382.47,08/02/2022 09:33:15
SEK/DKK,973.71,02/28/2021 01:37:57
MOP/KWD,56.69,12/02/2022 16:02:27
SLL/BHD,225.93,07/25/2023 20:56:53
XAU/LKR,671.95,04/16/2022 12:06:16
STN/BIF,931.17,09/30/2021 12:14:55
YER/YER,625.62,02/28/2022 19:29:20
SRD/FJD,308.43,04/23/2023 00:06:16
MDL/RWF,239.96,11/22/2020 22:08:42
CLP/XFU,493.82,10/07/2022 19:24:05
NIO/MVR,510.41,09/29/2022 04:47:28
HNL/ALL,688.39,12/25/2021 04:53:59
XBC/RSD,41.43,06/09/2023 18:35:50
PEN/TZS,657.00,02/11/2022 05:13:34
GHS/AFN,937.34,08/09/2022 15:21:19
XAF/XTS,550.05,09/14/2021 04:07:31
CZK/GTQ,82.11,02/02/2021 08:01:07
AOA/INR,172.86,04/14/2023 04:29:32
UGX/SEK,170.53,03/04/2023 08:35:54
DZD/MZN,309.28,03/27/2022 17:57:09
PEN/ZMK,598.78,07/27/2021 16:46:02
IQD/SLL,272.81,02/20/2022 02:11:53
SYP/TJS,286.97,01/15/2023 17:15:45
PHP/JPY,207.65,04/09/2021 19:20:21
FJD/PLN,878.50,03/25/2021 00:58:51
ERN/FKP,711.10,02/25/2021 09:18:10
ETB/XPT,727.18,02/28/2021 22:53:42
COP/KYD,357.36,12/08/2021 16:40:42
PGK/SDG,589.82,09/14/2021 06:17:57
CUC/RSD,532.28,02/04/2022 22:47:07
ETB/PLN,96.42,12/16/2021 09:07:37
PKR/COP,941.19,10/30/2021 12:00:17
GNF/EEK,103.19,07/14/2023 19:21:56
SLL/TJS,86.84,04/07/2023 22:09:29
STN/SHP,95.11,01/07/2022 18:39:14
AFN/RWF,619.36,12/12/2021 07:13:50
NIO/MMK,292.13,04/22/2021 13:38:25
THB/BDT,448.03,12/05/2022 06:57:38
SOS/PLN,285.66,06/20/2022 10:41:07
NGN/CZK,958.28,12/25/2022 07:46:38
PLN/STN,730.46,10/20/2021 21:53:52
SRD/PEN,269.99,10/21/2021 10:24:25
YER/KES,966.05,12/18/2022 11:34:45
SEK/UGX,260.82,10/27/2020 22:44:46
NPR/SHP,834.86,03/16/2022 09:07:01
PLN/DJF,114.61,01/05/2023 02:16:27
CNY/DOP,245.51,04/03/2021 17:57:25
CVE/NPR,48.54,06/02/2022 20:36:48
LAK/MVR,819.18,05/10/2022 13:57:45
LYD/HKD,928.87,10/20/2020 01:02:22
XTS/AWG,454.00,04/27/2021 12:32:49
KPW/LYD,994.90,03/25/2023 16:46:08
SEK/ZAR,799.15,10/11/2021 06:26:52
SHP/OMR,891.70,12/01/2022 16:51:10
VUV/BND,910.92,07/28/2021 12:10:21
OMR/BWP,953.03,01/11/2021 00:34:10
TWD/MYR,745.61,12/16/2021 03:19:41
MMK/TMT,29.84,03/19/2021 12:08:51
KYD/AED,469.59,03/17/2021 01:22:51
AWG/SEK,910.41,03/30/2022 21:10:37
XPT/LYD,116.21,05/08/2021 04:03:36
XFU/SCR,104.83,05/24/2023 23:46:29
CLP/MAD,50.62,10/22/2022 15:51:36
CUP/GMD,169.75,07/31/2022 19:18:49
GHS/MYR,826.41,09/28/2021 05:05:37
XBB/MOP,822.50,12/18/2022 17:42:54
MVR/FKP,402.18,01/16/2021 15:30:34
LVL/CDF,783.74,12/04/2020 11:19:29
MRO/SDG,275.57,05/13/2023 06:18:00
NOK/GTQ,587.63,08/15/2021 09:32:17
COP/GIP,473.44,02/05/2021 14:16:05
AZN/SAR,886.91,03/19/2023 14:10:12
XTS/IQD,415.33,04/05/2022 08:04:11
YER/UZS,374.91,09/18/2020 12:08:21
TOP/ILS,581.36,04/30/2021 12:41:45
BYR/XBD,803.57,10/17/2020 16:50:17
JMD/DOP,240.92,07/20/2021 01:39:02
BAM/HKD,57.52,09/12/2022 11:04:17
UYU/TRY,948.24,02/01/2023 08:31:14
MWK/ZWL,801.14,06/30/2023 20:04:53
GTQ/HKD,709.33,11/21/2021 18:42:42
JMD/BHD,314.88,03/01/2023 17:49:36
GMD/GYD,332.79,11/12/2021 12:58:03
DJF/SOS,852.95,05/24/2022 14:41:58
BAM/GHS,944.60,03/12/2022 12:57:43
AED/QAR,659.55,12/20/2021 21:35:40
SBD/GHS,126.05,11/08/2020 22:12:25
ZAR/ZMK,402.86,11/28/2020 07:05:53
BMD/DKK,284.22,07/12/2022 20:25:53
VUV/AWG,233.93,10/21/2022 13:53:53
NOK/JMD,909.53,09/11/2021 22:56:21
NIO/LSL,163.33,05/20/2023 01:01:44
AMD/SZL,698.86,03/05/2023 02:50:03
PKR/BBD,206.57,10/26/2021 01:22:42
XBD/XOF,293.00,03/01/2023 22:09:24
MNT/MAD,295.88,03/05/2022 02:02:06
SBD/SCR,292.11,07/07/2022 14:20:47
PEN/VUV,98.44,03/23/2021 13:34:41
KMF/ILS,405.21,02/06/2023 22:11:01
KHR/DOP,523.61,10/18/2020 06:15:16
WST/PYG,59.90,12/27/2021 08:14:57
MUR/FJD,689.57,01/05/2022 13:10:06
CRC/VND,532.25,10/13/2021 08:34:48
INR/HUF,100.04,04/17/2023 07:22:16
NPR/GMD,237.71,01/15/2022 09:08:56
TOP/YER,751.81,03/21/2022 11:18:39
HRK/UGX,513.15,09/23/2022 07:08:39
MWK/TTD,780.73,08/25/2023 11:16:49
XAF/CUC,751.50,06/27/2022 14:39:08
JMD/MNT,199.66,03/19/2021 13:39:05
WST/SRD,209.39,07/28/2021 22:32:28
UAH/TZS,873.99,07/02/2021 00:42:14
WST/CUC,844.67,06/19/2022 17:15:31
MKD/BYR,669.10,12/10/2022 00:54:18
SAR/GEL,56.05,11/15/2022 05:24:58
COP/GHS,803.78,12/10/2021 09:59:29
MMK/MKD,304.48,02/15/2021 12:30:32
MZN/LBP,712.64,04/18/2022 21:09:06
EGP/PKR,117.83,03/04/2022 09:21:35
XPD/SYP,502.21,04/02/2021 22:30:13
VUV/FJD,214.25,10/19/2022 08:57:26
KHR/BND,251.26,03/30/2022 11:55:47
BIF/SVC,736.88,09/19/2022 10:47:41
TOP/GMD,116.39,10/10/2022 21:35:51
VEF/HRK,108.36,01/04/2022 23:36:31
VUV/KGS,188.35,12/03/2020 06:22:22
GNF/XBC,75.50,10/12/2020 14:09:17
GBP/MWK,966.17,09/24/2022 08:07:45
CRC/FJD,224.75,08/02/2022 01:19:00
TOP/QAR,386.57,10/10/2022 18:10:29
BSD/ZMK,322.57,03/03/2021 06:54:00
IDR/BAM,64.24,09/27/2020 13:07:48
SCR/STN,883.96,01/10/2021 06:30:05
NGN/XPD,496.56,05/27/2023 02:11:34
BDT/BZD,851.77,06/02/2023 15:03:12
BTN/AFN,301.43,09/24/2022 05:53:09
NOK/INR,595.91,06/23/2021 11:11:54
SDG/SZL,891.81,10/21/2021 10:18:14
MRO/TOP,369.40,05/08/2021 08:18:46
MAD/YER,145.31,12/17/2021 04:48:17
ZWL/VUV,507.00,08/10/2022 22:21:44
GTQ/SYP,516.83,09/17/2021 17:11:52
LYD/SLL,122.88,12/15/2021 20:39:23
HUF/INR,410.49,12/01/2021 20:17:07
XAG/KWD,762.89,10/05/2022 05:31:48
TND/LVL,455.91,11/03/2021 10:03:05
XPF/BRL,131.51,06/23/2022 22:05:19
GMD/SEK,933.30,03/29/2022 21:06:07
BAM/DJF,110.77,12/09/2021 02:14:55
XBD/SHP,673.13,03/07/2022 08:41:16
BAM/PYG,674.83,06/22/2023 17:20:52
GNF/TZS,110.94,03/23/2023 06:27:00
EUR/UYU,564.26,05/29/2021 14:26:35
MXN/NOK,743.10,11/25/2020 04:51:59
RWF/AZN,904.66,09/24/2020 14:20:28
KMF/MDL,621.38,03/29/2023 06:56:31
JMD/SAR,451.83,10/01/2022 20:41:15
NOK/TOP,749.77,08/07/2022 16:16:12
UYU/CUC,930.69,05/22/2022 02:44:33
VEF/CHF,556.19,04/14/2023 10:05:13
GYD/MXN,804.33,07/10/2021 03:32:07
BZD/UGX,734.13,01/26/2022 21:01:19
RSD/ZMK,94.97,03/18/2022 21:02:02
MMK/ALL,179.25,05/29/2021 21:49:00
OMR/TOP,283.82,06/08/2022 00:38:35
BIF/LVL,415.36,05/09/2022 05:02:50
ALL/XBA,604.73,06/03/2023 08:33:58
XTS/XPT,787.26,06/23/2022 04:16:16
MAD/GHS,318.26,08/11/2022 01:49:03
MKD/SRD,750.70,10/12/2020 23:42:40
KMF/COP,207.29,07/27/2022 00:26:25
RUB/TZS,239.14,09/25/2022 07:39:04
KHR/MMK,967.13,03/25/2023 13:33:55
SDG/RSD,830.77,10/08/2020 01:36:56
BMD/PLN,24.03,06/28/2021 05:46:57
MAD/XPD,616.71,11/20/2020 03:28:55
VEF/OMR,831.08,10/24/2021 13:03:44
RSD/EEK,86.11,04/11/2021 04:58:23
SOS/THB,222.82,03/21/2023 12:24:38
RWF/RUB,520.03,11/19/2021 13:36:39
SGD/NZD,991.17,10/29/2022 06:50:21
XAG/AMD,869.29,01/10/2021 05:38:09
BOB/CVE,725.66,07/03/2023 02:07:46
AMD/MRO,539.34,04/09/2021 10:50:52
BOB/YER,129.83,07/02/2023 19:15:52
OMR/BND,876.84,06/22/2021 19:40:36
CAD/NPR,401.18,05/14/2023 02:34:26
ERN/ETB,811.57,01/19/2022 02:02:57
SGD/HKD,989.55,03/08/2022 13:42:12
XBD/MWK,176.23,10/03/2020 00:00:01
HNL/PEN,462.33,06/16/2021 11:20:00
UZS/ARS,880.45,08/11/2021 11:26:29
TOP/AED,965.85,10/17/2021 13:09:23
NGN/HRK,141.79,09/29/2021 10:32:42
XCD/BGN,459.01,03/16/2023 20:57:38
ARS/SVC,695.64,11/05/2020 19:36:16
BBD/XBD,191.87,10/24/2021 11:41:33
CNY/XBD,849.83,04/18/2021 16:27:58
RUB/EEK,722.23,04/30/2021 09:55:50
AWG/SGD,260.43,08/12/2021 15:33:28
ALL/GIP,943.16,03/12/2023 17:59:31
AZN/PKR,689.52,09/13/2021 21:22:38
MYR/XDR,972.14,11/20/2020 22:47:31
IRR/COP,138.53,03/20/2023 11:18:42
GBP/TJS,75.58,07/07/2021 13:11:29
PGK/ANG,967.16,03/14/2022 08:01:36
WST/SCR,793.49,03/07/2021 08:07:18
HKD/SHP,171.52,02/01/2022 11:41:40
GYD/UYU,114.13,06/03/2023 18:40:28
MDL/BBD,344.06,01/03/2022 02:05:09
MNT/LBP,755.24,12/01/2020 07:33:52
INR/XBA,863.83,10/22/2020 13:51:21
BWP/BAM,995.48,05/16/2022 21:03:02
SHP/ZWL,925.40,12/08/2021 13:15:16
SVC/AUD,852.04,07/26/2022 12:13:25
PEN/TRY,783.89,12/23/2021 20:46:40
JPY/DOP,241.76,10/15/2021 17:18:34
XBB/WST,487.89,10/21/2021 17:22:36
GYD/DKK,241.53,05/31/2023 06:00:11
LAK/STN,974.71,04/11/2021 04:12:08
CAD/SOS,357.29,08/05/2021 00:09:01
KWD/AMD,268.88,11/21/2021 18:26:08
BGN/TWD,79.97,06/26/2022 06:59:38
SHP/BTN,50.46,08/24/2023 13:52:59
BWP/BRL,589.53,08/31/2022 09:04:43
BSD/NZD,323.62,05/23/2023 17:45:37
AZN/JMD,187.45,09/04/2021 17:15:20
SCR/JOD,696.13,03/26/2023 07:06:38
LTL/CUP,290.64,11/04/2021 14:55:01
XFU/BZD,349.86,08/07/2023 14:25:29
RON/BHD,152.35,04/05/2021 23:16:34
GNF/BND,362.13,09/11/2022 17:19:47
AED/LRD,655.82,07/12/2022 02:18:09
CNY/AZN,171.10,08/13/2023 22:22:14
HUF/MAD,511.23,11/12/2022 02:37:20
FKP/CVE,108.90,09/17/2021 08:31:17
MGA/ERN,529.74,01/27/2021 00:37:13
MAD/TJS,621.92,04/02/2021 22:18:40
UYU/GNF,155.72,11/12/2020 03:41:01
BND/BOB,888.79,03/07/2021 17:06:12
